ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
12200,5042.33,63,4.08,-0.4,454,23.16,22.85,23.88,22.74,689.0,687.0,684.0,4.4,4.61,4.41,3031.6,1150.2948372089043,2248.1663218390804,3167.07,3016.44,3071.7,3.2,183.0,0.379993053
12201,5042.33,62,6.35,0.0,447,24.32,24.22,24.46,24.27,677.0,675.0,677.0,4.71,4.77,4.72,3188.67,1174.3210591455522,2294.5628,3219.75,3195.44,3201.29,1.1,244.0,0.379993053
12204,5042.33,59,8.22,0.3,461,23.75,23.5,23.92,23.84,672.0,670.0,669.0,4.78,4.88,4.87,3212.16,1208.1550322950125,2433.534318181818,3269.6,3258.03,3246.6,2.8,172.0,0.379993053
12206,5042.33,57,9.45,0.4,478,23.43,23.0,23.63,23.67,668.0,670.0,667.0,4.9,5.02,5.05,3273.2,1232.0370089986584,2546.793446327684,3363.4,3368.35,3334.98,1.4,182.0,0.379993053
12207,5042.33,56,9.66,0.6,491,23.17,23.01,23.26,23.25,668.0,666.0,663.0,5.04,5.11,5.13,3366.72,1247.4722358112626,2545.2672471910114,3403.26,3401.19,3390.39,3.3,257.0,0.379993053
12210,5042.33,53,10.7,0.9,548,22.53,21.98,22.03,23.58,666.0,659.0,663.0,5.41,5.48,5.83,3603.06,1261.8372968537167,2749.357374301676,3611.32,3865.29,3693.22,3.1,187.0,0.379993053
12211,5042.33,52,11.37,1.3,573,21.17,20.18,20.5,22.82,658.0,662.0,659.0,5.27,5.32,5.95,3467.66,1281.9759894470787,2779.6948044692735,3521.84,3921.05,3636.85,2.5,205.0,0.379993053
12212,5042.33,51,11.05,1.2,544,22.91,24.73,19.35,24.65,667.0,658.0,665.0,6.04,4.79,6.04,4028.68,1294.4118768833555,2828.5543016759775,3151.82,4016.6,3732.37,2.6,185.0,0.379993053
12213,5042.33,50,11.35,1.6,492,25.01,24.41,25.41,25.22,663.0,661.0,655.0,5.43,5.67,5.68,3600.09,1291.9014935312753,2835.647318435754,3747.87,3720.4,3689.45,2.3,199.0,0.379993053
12214,5042.33,49,11.58,1.4,498,26.21,25.7,25.71,27.21,661.0,660.0,659.0,5.81,5.82,6.17,3840.41,1305.103024955075,2868.7984916201117,3841.2,4066.03,3915.88,4.7,234.0,0.379993053
12215,5042.33,48,11.33,1.7,754,16.79,17.9,14.28,18.2,662.0,660.0,657.0,6.11,4.89,6.26,4044.82,1329.7605341909195,2897.5574301675974,3227.4,4112.82,3795.01,1.6,209.0,0.379993053
12217,5042.33,46,12.87,2.3,553,24.32,24.19,23.89,24.87,659.0,655.0,656.0,6.12,6.08,6.32,4033.08,1316.1916454124116,3019.499553072626,3982.4,4145.92,4053.8,2.6,273.0,0.379993053
12218,5042.33,45,12.95,1.9,558,24.37,24.52,23.91,24.68,658.0,652.0,656.0,6.27,6.17,6.33,4125.66,1326.606675128414,3066.9434636871515,4022.84,4152.48,4100.33,3.6,223.0,0.379993053
12220,5042.33,43,13.08,2.3,558,24.8,24.86,24.56,24.98,656.0,651.0,654.0,6.38,6.35,6.43,4185.28,1337.889742117092,3170.28592178771,4133.85,4205.22,4174.78,1.2,275.0,0.379993053
12223,5042.33,40,12.99,2.3,591,24.28,24.07,24.18,24.58,655.0,652.0,649.0,6.55,6.61,6.75,4290.25,1351.6780194825817,3296.295139664805,4309.72,4380.75,4326.91,2.0,216.0,0.379993053
12224,5042.33,39,13.04,2.5,599,24.16,24.07,23.64,24.79,654.0,649.0,649.0,6.65,6.58,6.9,4349.1,1372.1183001192944,3317.7831843575423,4270.42,4478.1,4365.87,3.7,250.0,0.379993053
12226,5042.33,37,14.64,2.6,602,23.76,23.67,23.06,24.55,650.0,647.0,648.0,6.65,6.51,6.92,4322.5,1406.4302434217957,3333.190893854748,4211.97,4484.16,4339.54,4.7,176.0,0.379993053
12228,5042.33,35,14.64,2.9,619,24.04,23.65,23.91,24.57,655.0,647.0,649.0,6.78,6.94,7.11,4440.9,1437.9953826211895,3372.635833333334,4490.18,4614.39,4515.16,2.1,245.0,0.379993053
12231,5042.33,32,14.66,2.7,623,23.7,23.35,23.72,24.02,651.0,648.0,643.0,6.78,6.92,7.06,4413.78,1449.0633471723113,3473.0386666666664,4484.16,4539.58,4479.17,3.9,215.0,0.379993053
12234,5042.33,29,14.99,3.2,640,24.09,24.0,24.22,24.04,648.0,645.0,641.0,7.2,7.3,7.29,4665.6,1459.4353413861718,3547.8445000000006,4708.5,4672.89,4682.33,3.3,203.0,0.379993053
12235,5042.33,28,15.22,3.1,634,24.38,24.33,24.39,24.41,646.0,644.0,642.0,7.26,7.3,7.33,4689.96,1451.1909671813623,3586.3070000000002,4701.2,4705.86,4699.01,4.4,263.0,0.379993053
12237,5042.33,26,15.41,2.8,643,24.06,24.1,23.89,24.19,644.0,641.0,643.0,7.32,7.29,7.36,4714.08,1463.019664317415,3615.7889444444445,4672.89,4732.48,4706.48,4.4,198.0,0.379993053
12239,5042.33,24,16.43,3.6,646,24.22,24.45,24.24,23.98,643.0,640.0,640.0,7.5,7.47,7.39,4822.5,1463.7037479410044,3666.8711111111115,4780.8,4729.6,4777.63,2.5,251.0,0.379993053
12240,5042.33,23,16.41,3.1,641,24.22,24.3,24.23,24.13,641.0,639.0,639.0,7.42,7.42,7.39,4756.22,1488.963618265063,3688.299111111111,4741.38,4722.21,4739.94,2.4,266.0,0.379993053
12244,5042.33,19,17.74,4.1,663,24.06,24.09,23.95,24.14,639.0,636.0,636.0,7.67,7.66,7.72,4901.13,1488.2322469412875,3742.6334444444446,4871.76,4909.92,4894.27,2.7,185.0,0.379993053
12245,5042.33,18,17.74,4.1,663,24.44,24.31,24.19,24.82,638.0,635.0,635.0,7.75,7.75,7.95,4944.5,1460.7387399756178,3811.8166666666666,4921.25,5048.25,4971.33,2.7,185.0,0.379993053
12246,5042.33,17,17.74,4.1,663,24.46,24.37,24.15,24.85,638.0,634.0,636.0,7.77,7.75,7.95,4957.26,1446.089960792213,3850.893555555556,4913.5,5056.2,4975.65,2.7,185.0,0.379993053
12248,5042.33,15,16.95,3.8,664,23.91,23.93,22.89,24.91,637.0,636.0,635.0,7.63,7.31,7.97,4860.31,1443.2042320950954,3868.1148333333335,4649.16,5060.95,4856.81,1.6,203.0,0.379993053
12249,5042.33,14,18.28,3.6,675,23.74,23.84,23.13,24.24,636.0,635.0,632.0,7.78,7.56,7.96,4948.08,1440.0355971238562,3899.1234999999997,4800.6,5030.72,4926.47,2.7,195.0,0.379993053
12250,5042.33,13,19.24,4.2,673,24.35,24.3,24.41,24.35,633.0,632.0,632.0,7.97,8.02,8.0,5045.01,1412.0282007148658,3926.636777777778,5068.64,5056.0,5056.55,3.7,234.0,0.379993053
12254,5042.33,9,19.76,4.7,673,24.05,24.07,23.89,24.18,633.0,630.0,628.0,7.91,7.89,8.01,5007.03,1419.5559337023128,3992.315000000001,4970.7,5030.28,5002.67,2.6,254.0,0.379993053
12255,5042.33,8,19.83,4.5,665,23.75,23.57,23.77,23.91,631.0,629.0,632.0,7.68,7.77,7.78,4846.08,1429.5956597563988,4014.016333333333,4887.33,4916.96,4883.46,2.0,275.0,0.379993053
12259,5042.33,4,20.57,5.2,685,23.78,23.68,23.54,24.13,631.0,629.0,625.0,7.97,7.95,8.2,5029.07,1352.231893979354,4148.84635359116,5000.55,5125.0,5051.54,1.5,246.0,0.379993053
12260,5042.33,3,20.7,5.0,691,23.61,23.45,23.61,23.77,630.0,627.0,626.0,7.98,8.07,8.14,5027.4,1372.2108293945319,4161.931783783783,5059.89,5095.64,5060.98,2.9,281.0,0.379993053
12262,5042.33,1,20.6,4.5,685,23.71,23.37,23.82,23.95,630.0,627.0,625.0,7.88,8.07,8.14,4964.4,1336.9732753166056,4159.314628099173,5059.89,5087.5,5037.26,2.6,267.0,0.379993053
12264,5042.33,0,21.68,4.9,692,23.4,23.15,23.25,23.82,625.0,626.0,622.0,7.98,8.0,8.25,4987.5,1226.4210476885603,4330.038222222223,5008.0,5131.5,5042.33,3.1,253.0,0.379993053
12266,5042.33,2,21.53,5.1,690,23.67,23.51,23.54,23.95,627.0,627.0,624.0,8.05,8.06,8.24,5047.35,1362.5665293465029,4175.943937823834,5053.62,5141.76,5080.91,2.3,236.0,0.379993053
12268,5042.33,4,22.07,5.0,690,23.53,23.42,23.27,23.89,625.0,622.0,623.0,8.06,8.05,8.25,5037.5,1352.231893979354,4148.84635359116,5007.1,5139.75,5061.45,1.7,254.0,0.379993053
12270,5042.33,6,23.2,5.0,686,23.58,23.46,23.27,24.0,623.0,620.0,621.0,8.09,8.06,8.3,5040.07,1408.4878297036582,4073.849888888889,4997.2,5154.3,5063.86,4.2,275.0,0.379993053
12272,5042.33,8,22.83,5.8,691,23.56,23.48,23.41,23.78,624.0,623.0,619.0,8.13,8.12,8.3,5073.12,1429.5956597563988,4014.016333333333,5058.76,5137.7,5089.86,4.5,272.0,0.379993053
12276,5042.33,12,22.83,5.4,681,23.72,23.65,23.55,23.97,624.0,623.0,624.0,8.07,8.05,8.18,5035.68,1413.750733996813,3945.8891666666664,5015.15,5104.32,5051.72,2.8,250.0,0.379993053
12277,5042.33,13,22.66,5.3,680,23.77,23.72,23.6,23.98,626.0,626.0,623.0,8.05,8.01,8.18,5039.3,1412.0282007148658,3926.636777777778,5014.26,5096.14,5049.9,2.7,255.0,0.379993053
12281,5042.33,17,22.79,6.1,671,23.6,23.54,23.33,23.93,625.0,621.0,622.0,7.9,7.88,8.07,4937.5,1446.089960792213,3850.893555555556,4893.48,5019.54,4950.17,3.1,208.0,0.379993053
12282,5042.33,18,22.66,6.1,669,23.63,23.58,23.36,23.96,624.0,622.0,623.0,7.9,7.85,8.04,4929.6,1460.7387399756178,3811.8166666666666,4882.7,5008.92,4940.41,4.3,238.0,0.379993053
12284,5042.33,20,21.85,6.1,665,23.81,23.73,23.71,23.99,627.0,625.0,629.0,7.84,7.86,7.9,4915.68,1464.9875064959745,3739.397388888889,4912.5,4969.1,4932.43,3.9,253.0,0.379993053
12287,5042.33,23,21.74,6.3,664,23.32,23.51,23.0,23.45,628.0,629.0,628.0,7.74,7.56,7.72,4860.72,1488.963618265063,3688.299111111111,4755.24,4848.16,4821.37,1.7,251.0,0.379993053
12289,5042.33,25,21.72,6.1,663,23.14,23.33,23.11,22.97,624.0,622.0,623.0,7.72,7.67,7.61,4817.28,1467.2822698016412,3648.4732777777776,4770.74,4741.03,4776.35,1.1,188.0,0.379993053
12292,5042.33,28,21.74,6.3,653,23.4,23.5,23.45,23.25,627.0,625.0,623.0,7.62,7.63,7.59,4777.74,1451.1909671813623,3586.3070000000002,4768.75,4728.57,4758.35,2.2,267.0,0.379993053
12294,5042.33,30,21.47,6.2,648,23.42,23.19,23.4,23.66,630.0,628.0,626.0,7.42,7.51,7.62,4674.6,1461.5754181044574,3508.030055555555,4716.28,4770.12,4720.33,2.1,246.0,0.379993053
12295,5042.33,31,20.76,6.6,647,23.49,23.16,23.47,23.86,630.0,629.0,626.0,7.38,7.49,7.65,4649.4,1453.4168991924112,3491.5505,4711.21,4788.9,4716.5,2.4,231.0,0.379993053
12300,5042.33,36,21.66,6.3,633,23.22,23.07,22.94,23.66,628.0,626.0,625.0,7.24,7.22,7.46,4546.72,1436.4387494914386,3323.1965000000005,4519.72,4662.5,4576.31,3.7,215.0,0.379993053
12301,5042.33,37,21.14,6.2,629,23.45,23.37,23.16,23.83,630.0,626.0,626.0,7.25,7.23,7.44,4567.5,1406.4302434217957,3333.190893854748,4525.98,4657.44,4583.64,2.4,160.0,0.379993053
12303,5042.33,39,21.51,6.9,617,23.25,23.13,23.05,23.58,628.0,625.0,627.0,7.07,7.08,7.22,4439.96,1372.1183001192944,3317.7831843575423,4425.0,4526.94,4463.97,1.6,252.0,0.379993053
12305,5042.33,41,21.47,7.2,612,23.04,22.99,22.68,23.45,629.0,625.0,628.0,6.96,6.91,7.11,4377.84,1346.7434587169703,3233.1788268156424,4318.75,4465.08,4387.22,2.9,252.0,0.379993053
12308,5042.33,44,21.39,6.7,600,22.93,22.83,22.66,23.29,633.0,631.0,629.0,6.73,6.7,6.91,4260.09,1345.4101398637774,3105.0838547486032,4227.7,4346.39,4278.06,2.8,265.0,0.379993053
12310,5042.33,46,21.1,6.8,589,22.93,22.9,22.69,23.2,634.0,631.0,628.0,6.61,6.58,6.76,4190.74,1316.1916454124116,3019.499553072626,4151.98,4245.28,4196.0,2.8,201.0,0.379993053
12312,5042.33,48,21.49,7.0,578,22.66,22.74,22.49,22.74,635.0,634.0,630.0,6.44,6.38,6.49,4089.4,1329.7605341909195,2897.5574301675974,4044.92,4088.7,4074.34,2.7,278.0,0.379993053
12313,5042.33,49,21.06,7.1,577,22.63,22.6,22.32,22.96,636.0,632.0,632.0,6.37,6.33,6.51,4051.32,1305.103024955075,2868.7984916201117,4000.56,4114.32,4055.4,1.2,230.0,0.379993053
12315,5042.33,51,19.68,7.0,560,22.99,22.97,22.82,23.19,635.0,635.0,633.0,6.26,6.22,6.34,3975.1,1294.4118768833555,2828.5543016759775,3949.7,4013.22,3979.34,1.3,263.0,0.379993053
12319,5042.33,55,19.91,6.8,541,22.51,22.35,22.35,22.84,637.0,635.0,636.0,5.87,5.89,6.01,3739.19,1227.7439983706847,2644.6090395480223,3740.15,3822.36,3767.23,1.8,282.0,0.379993053
12320,5042.33,56,19.72,7.1,536,22.2,22.34,21.65,22.61,638.0,637.0,635.0,5.8,5.63,5.9,3700.4,1247.4722358112626,2545.2672471910114,3586.31,3746.5,3677.74,3.3,191.0,0.379993053
12325,5042.33,61,18.81,6.9,508,22.12,22.17,22.09,22.09,640.0,639.0,639.0,5.42,5.41,5.41,3468.8,1179.1905424381903,2348.9205714285713,3456.99,3456.99,3460.93,1.2,153.0,0.379993053
12329,5042.33,65,19.43,7.2,490,21.74,22.0,21.56,21.68,645.0,642.0,638.0,5.16,5.08,5.14,3328.2,1142.0410277200485,2151.247701149425,3261.36,3279.32,3289.63,2.6,256.0,0.379993053
12333,5042.33,69,16.2,7.1,460,22.11,22.32,21.99,22.03,650.0,647.0,644.0,4.82,4.77,4.8,3133.0,1087.688338794633,1920.8887283236995,3086.19,3091.2,3103.46,2.5,172.0,0.379993053
12334,5042.33,70,15.68,6.8,457,22.06,22.15,21.96,22.07,649.0,646.0,644.0,4.75,4.73,4.77,3082.75,1071.825224697801,1880.5612280701753,3055.58,3071.88,3070.07,3.1,176.0,0.379993053
12337,5042.33,73,16.1,7.2,428,21.94,21.96,21.98,21.89,650.0,649.0,648.0,4.41,4.42,4.41,2866.5,1054.0556182110165,1723.026705202312,2868.58,2857.68,2864.25,1.5,242.0,0.379993053
12338,5042.33,74,15.85,7.6,417,21.91,22.18,21.74,21.81,651.0,650.0,649.0,4.33,4.25,4.27,2818.83,1010.9357026211428,1685.1381176470586,2762.5,2771.23,2784.19,1.2,218.0,0.379993053
12344,5042.33,80,14.74,6.8,370,21.64,21.72,21.19,22.0,652.0,652.0,650.0,3.74,3.65,3.8,2438.48,944.153660119431,1393.8872392638036,2379.8,2470.0,2429.43,1.4,180.0,0.379993053
12345,5042.33,81,14.45,7.1,365,21.62,21.78,21.3,21.79,653.0,653.0,650.0,3.69,3.61,3.71,2409.57,922.0740851803798,1358.8061249999998,2357.33,2411.5,2392.8,2.8,184.0,0.379993053
12348,5042.33,84,13.95,7.0,345,22.29,22.62,22.08,22.18,656.0,655.0,654.0,3.6,3.52,3.54,2361.6,878.8320490309687,1201.5773548387097,2305.6,2315.16,2327.45,2.2,239.0,0.379993053
12350,5042.33,86,13.56,7.3,325,21.54,21.74,21.07,21.81,657.0,655.0,653.0,3.25,3.16,3.28,2135.25,834.6584742803808,1190.9323776223778,2069.8,2141.84,2115.63,1.9,255.0,0.379993053
12352,5042.33,88,13.01,6.9,307,22.02,21.85,21.96,22.25,659.0,656.0,656.0,3.07,3.1,3.14,2023.13,795.386768364036,1152.9797727272728,2033.6,2059.84,2038.86,2.1,183.0,0.379993053
12354,5042.33,90,12.28,6.8,290,21.13,20.93,20.18,22.27,659.0,657.0,654.0,2.77,2.68,2.97,1825.43,745.1047413931517,1113.3253333333334,1760.76,1942.38,1842.86,2.8,175.0,0.379993053
12358,5042.33,94,11.2,6.9,239,22.27,22.95,22.12,21.75,660.0,660.0,660.0,2.49,2.4,2.36,1643.4,656.5968442302667,933.5534234234234,1584.0,1557.6,1595.0,1.7,258.0,0.379993053
12360,5042.33,96,10.64,6.7,222,22.53,23.23,22.2,22.14,662.0,661.0,662.0,2.33,2.23,2.22,1542.46,606.250179192583,860.7067021276599,1474.03,1469.64,1495.38,3.8,183.0,0.379993053
12362,5042.33,98,9.64,6.6,202,22.6,22.95,21.93,22.91,664.0,660.0,663.0,2.08,2.0,2.08,1381.12,602.6666565339326,842.8478571428572,1320.0,1379.04,1360.05,1.5,229.0,0.379993053
12363,5042.33,99,9.56,6.8,196,22.64,22.75,22.11,23.06,664.0,662.0,660.0,2.0,1.95,2.04,1328.0,570.6716329295738,815.0771794871794,1290.9,1346.4,1321.77,1.0,218.0,0.379993053
12364,5042.33,100,9.26,6.7,191,22.46,22.48,22.1,22.8,662.0,661.0,661.0,1.93,1.9,1.96,1277.66,594.0036242616005,817.294794520548,1255.9,1295.56,1276.37,2.7,216.0,0.379993053
12365,5042.33,101,9.14,6.5,190,22.2,22.71,21.23,22.66,665.0,663.0,660.0,1.93,1.81,1.94,1283.45,593.2838670220802,800.5264285714286,1200.03,1280.4,1254.63,3.0,216.0,0.379993053
12367,5042.33,103,8.79,6.6,163,23.36,24.03,22.97,23.1,661.0,662.0,658.0,1.76,1.68,1.7,1163.36,625.125183501241,800.7486885245901,1112.16,1118.6,1131.37,1.4,168.0,0.379993053
12368,5042.33,104,8.16,6.6,153,21.99,22.12,20.7,23.14,660.0,661.0,660.0,1.52,1.42,1.59,1003.2,604.9505206654468,775.1861111111112,938.62,1049.4,997.07,2.3,221.0,0.379993053
12370,5013.58,103,7.66,6.2,138,22.25,22.76,21.72,22.27,659.0,657.0,659.0,1.41,1.35,1.38,929.19,625.125183501241,800.7486885245901,886.95,909.42,908.52,3.1,205.0,0.379993053
12374,5013.58,99,6.49,6.3,106,22.11,21.91,21.46,22.96,658.0,657.0,658.0,1.04,1.02,1.09,684.32,570.6716329295738,815.0771794871794,670.14,717.22,690.56,1.1,213.0,0.379993053
12376,5013.58,97,5.99,6.0,89,23.14,23.84,22.23,23.34,657.0,654.0,657.0,0.95,0.89,0.93,624.15,580.598846141514,848.0902272727272,582.06,611.01,605.74,3.8,188.0,0.379993053
12377,5013.58,96,5.83,6.0,85,23.38,23.52,22.77,23.85,653.0,654.0,655.0,0.9,0.87,0.91,587.7,606.250179192583,860.7067021276599,568.98,596.05,584.24,3.2,188.0,0.379993053
12378,5013.58,95,5.64,6.0,82,22.7,23.08,21.41,23.62,654.0,653.0,654.0,0.85,0.79,0.87,555.9,644.1225753692852,894.9162500000001,515.87,568.98,546.92,1.8,196.0,0.379993053
12380,5013.58,93,4.95,5.8,60,23.95,24.36,23.55,23.95,649.0,647.0,648.0,0.66,0.64,0.65,428.34,695.2750088371425,965.598392857143,414.08,421.2,421.21,1.4,170.0,0.379993053
12383,5013.58,90,-0.14,-1.8,179,24.74,25.51,25.44,23.26,692.0,690.0,689.0,1.9,1.9,1.74,1314.8,745.1047413931517,1113.3253333333334,1311.0,1198.86,1274.89,2.4,181.0,0.379993053
12384,5013.58,89,0.05,-1.6,187,24.35,24.85,24.77,23.43,690.0,688.0,686.0,1.94,1.94,1.84,1338.6,758.090918811499,1146.3981451612906,1334.72,1262.24,1311.85,2.3,258.0,0.379993053
12386,5013.58,87,0.72,-1.2,203,24.0,24.6,23.82,23.57,690.0,688.0,684.0,2.09,2.03,2.02,1442.1,813.6162673248905,1166.5745588235295,1396.64,1381.68,1406.81,2.6,230.0,0.379993053
12393,5013.58,80,3.47,-0.3,277,24.36,24.66,23.85,24.56,682.0,683.0,684.0,2.92,2.82,2.9,1991.44,944.153660119431,1393.8872392638036,1926.06,1983.6,1967.03,3.4,239.0,0.379993053
12394,5013.58,79,3.74,-0.2,277,25.8,25.98,25.01,26.4,684.0,683.0,684.0,3.07,2.96,3.12,2099.88,952.1519105168742,1454.6336419753084,2021.68,2134.08,2085.21,2.6,246.0,0.379993053
12397,5013.58,76,4.89,0.3,317,24.4,24.78,23.54,24.89,681.0,681.0,680.0,3.38,3.21,3.4,2301.78,998.1600989981908,1537.4491812865494,2186.01,2312.0,2266.6,3.3,262.0,0.379993053
12398,5013.58,75,5.89,0.3,317,25.42,25.61,25.13,25.53,682.0,677.0,680.0,3.5,3.46,3.5,2387.0,1004.6047681772699,1601.4910526315791,2342.42,2380.0,2369.81,3.3,262.0,0.379993053
12399,5013.58,74,6.22,0.6,347,23.97,23.36,23.96,24.59,678.0,678.0,679.0,3.52,3.61,3.7,2386.56,1010.9357026211428,1685.1381176470586,2447.58,2512.3,2448.81,2.4,236.0,0.379993053
12400,5013.58,73,6.22,0.7,352,24.05,23.59,24.11,24.46,677.0,679.0,674.0,3.61,3.68,3.76,2443.97,1054.0556182110165,1723.026705202312,2498.72,2534.24,2492.31,3.7,270.0,0.379993053
12404,5013.58,69,6.89,1.0,368,24.61,24.14,23.97,25.72,679.0,676.0,673.0,3.86,3.85,4.15,2620.94,1087.688338794633,1920.8887283236995,2602.6,2792.95,2672.16,3.2,255.0,0.379993053
12405,5013.58,68,7.64,1.2,388,24.28,24.43,23.76,24.65,674.0,675.0,672.0,4.16,4.04,4.21,2803.84,1091.003527396372,1980.479942196532,2727.0,2829.12,2786.65,4.8,243.0,0.379993053
12406,5013.58,67,7.68,1.3,407,23.59,23.84,22.95,23.97,674.0,674.0,673.0,4.26,4.1,4.29,2871.24,1107.918290632988,2033.5681502890175,2763.4,2887.17,2840.6,3.3,285.0,0.379993053
12407,5013.58,66,7.81,1.3,409,23.78,24.1,23.07,24.18,674.0,673.0,673.0,4.33,4.15,4.35,2918.42,1139.0801858634684,2072.5679310344826,2792.95,2927.55,2879.64,3.7,261.0,0.379993053
12408,5013.58,65,7.91,1.5,419,23.83,24.03,23.21,24.24,676.0,673.0,673.0,4.41,4.28,4.47,2981.16,1142.0410277200485,2151.247701149425,2880.44,3008.31,2956.64,4.4,270.0,0.379993053
12415,5013.58,58,10.87,2.6,479,23.42,23.25,23.19,23.82,664.0,657.0,667.0,5.02,5.06,5.12,3333.28,1209.9699290712447,2528.0393142857138,3324.42,3415.04,3357.58,4.6,267.0,0.379993053
12417,5013.58,56,11.37,3.1,486,23.64,23.69,23.57,23.67,665.0,663.0,662.0,5.19,5.18,5.21,3451.35,1247.4722358112626,2545.2672471910114,3434.34,3449.02,3444.9,3.6,234.0,0.379993053
12418,5013.58,55,11.66,3.0,505,23.58,23.45,23.54,23.76,663.0,662.0,662.0,5.36,5.39,5.44,3553.68,1227.7439983706847,2644.6090395480223,3568.18,3601.28,3574.38,2.6,243.0,0.379993053
12420,5013.58,53,12.7,3.3,521,23.68,23.46,23.39,24.18,660.0,658.0,659.0,5.58,5.58,5.76,3682.8,1261.8372968537167,2749.357374301676,3671.64,3795.84,3716.76,3.1,268.0,0.379993053
12421,5013.58,52,12.97,3.4,523,23.97,23.91,23.71,24.29,658.0,656.0,657.0,5.73,5.7,5.83,3770.34,1281.9759894470787,2779.6948044692735,3739.2,3830.31,3779.95,3.4,259.0,0.379993053
12422,5013.58,51,13.39,3.9,540,23.4,23.36,22.9,23.95,658.0,654.0,651.0,5.79,5.71,6.0,3809.82,1294.4118768833555,2828.5543016759775,3734.34,3906.0,3816.72,3.9,273.0,0.379993053
12423,5013.58,50,13.72,4.0,541,23.68,23.62,23.31,24.11,655.0,654.0,654.0,5.9,5.83,6.03,3864.5,1291.9014935312753,2835.647318435754,3812.82,3943.62,3873.65,2.8,237.0,0.379993053
12424,5013.58,49,13.93,3.9,545,23.56,23.63,23.01,24.04,656.0,651.0,652.0,5.94,5.83,6.08,3896.64,1305.103024955075,2868.7984916201117,3795.33,3964.16,3885.38,3.0,230.0,0.379993053
12426,5013.58,47,15.31,4.4,558,23.21,23.29,22.52,23.82,651.0,650.0,651.0,6.07,5.88,6.21,3951.57,1315.085956904857,2962.1408938547484,3822.0,4042.71,3938.76,2.3,268.0,0.379993053
12427,5013.58,46,15.41,4.2,568,23.35,23.17,23.06,23.81,651.0,651.0,648.0,6.15,6.12,6.35,4003.65,1316.1916454124116,3019.499553072626,3984.12,4114.8,4034.19,2.9,290.0,0.379993053
12429,5013.58,44,16.31,5.1,580,23.15,23.02,22.81,23.61,648.0,647.0,646.0,6.29,6.24,6.47,4075.92,1345.4101398637774,3105.0838547486032,4037.28,4179.62,4097.61,3.3,274.0,0.379993053
12431,5013.58,42,16.82,4.5,584,23.68,23.73,23.3,24.02,647.0,647.0,647.0,6.55,6.43,6.63,4237.85,1359.1954959515847,3198.7410614525133,4160.21,4289.61,4229.22,2.9,264.0,0.379993053
12432,5013.58,41,16.74,4.9,594,23.35,23.16,23.02,23.87,647.0,646.0,644.0,6.5,6.47,6.73,4205.5,1346.7434587169703,3233.1788268156424,4179.62,4334.12,4239.75,2.2,288.0,0.379993053
12437,5013.58,36,17.53,5.4,622,23.42,22.96,23.4,23.9,642.0,642.0,642.0,6.82,6.95,7.1,4378.44,1436.4387494914386,3323.1965000000005,4461.9,4558.2,4466.18,6.6,277.0,0.379993053
12439,5013.58,34,18.43,5.9,621,23.66,23.69,23.42,23.88,642.0,641.0,637.0,7.05,6.98,7.16,4526.1,1467.8950107221806,3388.291388888889,4474.18,4560.92,4520.4,2.0,275.0,0.379993053
12442,5013.58,31,19.39,6.0,632,23.28,23.14,22.78,23.91,635.0,635.0,639.0,7.11,7.0,7.3,4514.85,1453.4168991924112,3491.5505,4445.0,4664.7,4541.52,5.5,275.0,0.379993053
12444,5013.58,29,19.6,5.8,643,23.48,23.38,23.41,23.66,638.0,637.0,636.0,7.28,7.3,7.39,4644.64,1459.4353413861718,3547.8445000000006,4650.1,4700.04,4664.93,4.6,272.0,0.379993053
12445,5013.58,28,19.74,6.1,656,23.25,23.35,23.12,23.27,639.0,636.0,635.0,7.41,7.37,7.43,4734.99,1451.1909671813623,3586.3070000000002,4687.32,4718.05,4713.45,3.1,269.0,0.379993053
12446,5013.58,27,19.89,6.3,655,23.33,23.46,23.29,23.23,637.0,635.0,635.0,7.46,7.43,7.41,4752.02,1463.6460406556089,3598.576222222222,4718.05,4705.35,4725.14,2.9,284.0,0.379993053
12447,5013.58,26,20.12,6.7,659,23.22,23.35,23.09,23.21,636.0,633.0,632.0,7.49,7.44,7.49,4763.64,1463.019664317415,3615.7889444444445,4709.52,4733.68,4735.61,3.4,265.0,0.379993053
12449,5013.58,24,21.18,7.0,655,23.31,23.48,23.37,23.08,633.0,631.0,628.0,7.55,7.54,7.48,4779.15,1463.7037479410044,3666.8711111111115,4757.74,4697.44,4744.78,3.1,278.0,0.379993053
12450,5013.58,23,21.53,6.9,654,23.14,23.4,23.16,22.86,630.0,630.0,627.0,7.56,7.48,7.42,4762.8,1488.963618265063,3688.299111111111,4712.4,4652.34,4709.18,2.6,247.0,0.379993053
12451,5013.58,22,21.39,7.3,663,22.92,23.1,22.87,22.79,630.0,628.0,624.0,7.56,7.51,7.53,4762.8,1486.7247569982949,3700.809833333333,4716.28,4698.72,4725.93,4.3,251.0,0.379993053
12457,5013.58,16,23.16,7.5,679,22.96,22.82,22.68,23.37,626.0,623.0,624.0,7.75,7.74,7.96,4851.5,1439.7571592942065,3852.478722222223,4822.02,4967.04,4880.19,3.0,258.0,0.379993053
